Timestamp,val,discharge_Chilled_Water_Cool_Valve_Cmd_AHU_01_B1,discharge_Fan_Vfd_Speed_Sensor_AHU_01_B1
2023-05-04T17:10:00+04:00 Dubai,16.12159538269043°C,56.84404754638672%,53.389469146728516%
2023-05-04T17:15:00+04:00 Dubai,16.27029800415039°C,56.84404754638672%,53.45689392089844%
2023-05-04T17:20:00+04:00 Dubai,16.27029800415039°C,56.84404754638672%,52.94597625732422%
2023-05-04T17:25:00+04:00 Dubai,16.27029800415039°C,56.84404754638672%,53.34375%
2023-05-04T17:30:00+04:00 Dubai,16.27029800415039°C,56.84404754638672%,53.18451690673828%
2023-05-04T17:35:00+04:00 Dubai,16.27029800415039°C,56.84404754638672%,52.78899002075195%
2023-05-04T17:40:00+04:00 Dubai,16.27029800415039°C,56.84404754638672%,52.57805633544922%
2023-05-04T17:45:00+04:00 Dubai,16.27029800415039°C,56.84404754638672%,52.21872329711914%
2023-05-04T17:50:00+04:00 Dubai,16.27029800415039°C,56.84404754638672%,52.2836799621582%
2023-05-04T17:55:00+04:00 Dubai,16.27029800415039°C,56.84404754638672%,51.77645492553711%
2023-05-04T18:00:00+04:00 Dubai,16.11922836303711°C,56.84404754638672%,51.57563781738281%
2023-05-04T18:05:00+04:00 Dubai,16.11922836303711°C,56.84404754638672%,51.51756286621094%
2023-05-04T18:10:00+04:00 Dubai,16.11922836303711°C,56.84404754638672%,51.09428405761719%
2023-05-04T18:15:00+04:00 Dubai,16.11922836303711°C,56.84404754638672%,51.17768859863281%
2023-05-04T18:20:00+04:00 Dubai,15.970698356628418°C,56.84404754638672%,50.12093734741211%
2023-05-04T18:25:00+04:00 Dubai,15.819629669189453°C,56.84404754638672%,50.11127853393555%
2023-05-04T18:30:00+04:00 Dubai,15.819629669189453°C,56.84404754638672%,49.354061126708984%
2023-05-04T18:35:00+04:00 Dubai,15.670618057250977°C,56.84404754638672%,49.04863357543945%
2023-05-04T18:40:00+04:00 Dubai,15.519674301147461°C,56.84404754638672%,48.819549560546875%
2023-05-04T18:45:00+04:00 Dubai,15.519674301147461°C,55.646366119384766%,48.42626190185547%
2023-05-04T18:50:00+04:00 Dubai,15.370655059814453°C,53.52013397216797%,48.634422302246094%
2023-05-04T18:55:00+04:00 Dubai,15.220117568969727°C,50.96297836303711%,48.255615234375%
2023-05-04T19:00:00+04:00 Dubai,15.220117568969727°C,49.78510284423828%,47.89788055419922%
2023-05-04T19:05:00+04:00 Dubai,14.906307220458984°C,43.6950798034668%,49.74226379394531%
2023-05-04T19:10:00+04:00 Dubai,14.601662635803223°C,38.33342742919922%,50.00151824951172%
2023-05-04T19:15:00+04:00 Dubai,14.900796890258789°C,36.525054931640625%,49.58224105834961%
2023-05-04T19:20:00+04:00 Dubai,15.049758911132812°C,35.51641845703125%,48.985504150390625%
2023-05-04T19:25:00+04:00 Dubai,15.049758911132812°C,34.19091033935547%,49.0704460144043%
2023-05-04T19:30:00+04:00 Dubai,15.049758911132812°C,33.00889587402344%,48.81065368652344%
2023-05-04T19:35:00+04:00 Dubai,15.049758911132812°C,30.975055694580078%,48.60786819458008%
2023-05-04T19:40:00+04:00 Dubai,15.514604568481445°C,33.54694747924805%,47.864280700683594%
2023-05-04T19:45:00+04:00 Dubai,15.664398193359375°C,33.54694747924805%,47.89497375488281%
2023-05-04T19:50:00+04:00 Dubai,15.664398193359375°C,33.54694747924805%,47.50399398803711%
2023-05-04T19:55:00+04:00 Dubai,15.815021514892578°C,33.54694747924805%,47.84849548339844%
2023-05-04T20:00:00+04:00 Dubai,15.815021514892578°C,33.54694747924805%,47.49951171875%
2023-05-04T20:05:00+04:00 Dubai,15.815021514892578°C,33.54694747924805%,47.44467544555664%
2023-05-04T20:10:00+04:00 Dubai,15.965036392211914°C,33.54694747924805%,47.509578704833984%
2023-05-04T20:15:00+04:00 Dubai,15.965036392211914°C,33.54694747924805%,47.514705657958984%
2023-05-04T20:20:00+04:00 Dubai,15.965036392211914°C,33.54694747924805%,47.650115966796875%
2023-05-04T20:25:00+04:00 Dubai,15.965036392211914°C,33.54694747924805%,47.39850616455078%
2023-05-04T20:30:00+04:00 Dubai,15.965036392211914°C,33.54694747924805%,47.86895751953125%
2023-05-04T20:35:00+04:00 Dubai,15.965036392211914°C,33.54694747924805%,47.59598922729492%
2023-05-04T20:40:00+04:00 Dubai,15.965036392211914°C,33.54694747924805%,47.65180206298828%
2023-05-04T20:45:00+04:00 Dubai,15.965036392211914°C,33.54694747924805%,47.69777297973633%
2023-05-04T20:50:00+04:00 Dubai,15.965036392211914°C,33.54694747924805%,47.40324020385742%
2023-05-04T20:55:00+04:00 Dubai,16.113746643066406°C,33.54694747924805%,47.847320556640625%
2023-05-04T21:00:00+04:00 Dubai,16.113746643066406°C,33.54694747924805%,47.394378662109375%
2023-05-04T21:05:00+04:00 Dubai,16.113746643066406°C,33.54694747924805%,47.42641067504883%
2023-05-04T21:10:00+04:00 Dubai,16.113746643066406°C,33.54694747924805%,47.458152770996094%
2023-05-04T21:15:00+04:00 Dubai,16.113746643066406°C,33.54694747924805%,47.39216232299805%
2023-05-04T21:20:00+04:00 Dubai,16.113746643066406°C,33.54694747924805%,47.406192779541016%
2023-05-04T21:25:00+04:00 Dubai,16.113746643066406°C,33.54694747924805%,47.398216247558594%
2023-05-04T21:30:00+04:00 Dubai,16.113746643066406°C,33.54694747924805%,47.3941650390625%
2023-05-04T21:35:00+04:00 Dubai,16.113746643066406°C,33.54694747924805%,47.39786148071289%
2023-05-04T21:40:00+04:00 Dubai,16.265443801879883°C,33.54694747924805%,47.39999771118164%
2023-05-04T21:45:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.39592361450195%
2023-05-04T21:50:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.39570236206055%
2023-05-04T21:55:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.39701843261719%
2023-05-04T22:00:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.39484786987305%
2023-05-04T22:05:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.389286041259766%
2023-05-04T22:10:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.357276916503906%
2023-05-04T22:15:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.37118148803711%
2023-05-04T22:20:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.38759231567383%
2023-05-04T22:25:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.386863708496094%
2023-05-04T22:30:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.380943298339844%
2023-05-04T22:35:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.350608825683594%
2023-05-04T22:40:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.3800048828125%
2023-05-04T22:45:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.39833068847656%
2023-05-04T22:50:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.38176727294922%
2023-05-04T22:55:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.33161926269531%
2023-05-04T23:00:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,46.9622917175293%
2023-05-04T23:05:00+04:00 Dubai,16.11557960510254°C,33.54694747924805%,47.398399353027344%
2023-05-04T23:10:00+04:00 Dubai,15.966519355773926°C,33.54694747924805%,47.249385833740234%
2023-05-04T23:15:00+04:00 Dubai,15.966519355773926°C,33.54694747924805%,47.38041305541992%
2023-05-04T23:20:00+04:00 Dubai,15.966519355773926°C,33.54694747924805%,46.955650329589844%
2023-05-04T23:25:00+04:00 Dubai,15.966519355773926°C,33.54694747924805%,47.31647491455078%
2023-05-04T23:30:00+04:00 Dubai,15.966519355773926°C,33.54694747924805%,46.94258117675781%
2023-05-04T23:35:00+04:00 Dubai,15.966519355773926°C,33.54694747924805%,46.95759201049805%
2023-05-04T23:40:00+04:00 Dubai,15.966519355773926°C,33.54694747924805%,46.9281120300293%
2023-05-04T23:45:00+04:00 Dubai,15.966519355773926°C,33.54694747924805%,47.05216598510742%
2023-05-04T23:50:00+04:00 Dubai,15.966519355773926°C,33.54694747924805%,46.8907585144043%
2023-05-04T23:55:00+04:00 Dubai,15.966519355773926°C,33.54694747924805%,46.83214569091797%
2023-05-05T00:00:00+04:00 Dubai,17.820232391357422°C,3.438070297241211%,46.92753601074219%
2023-05-05T00:05:00+04:00 Dubai,18.74626922607422°C,6.466484069824219%,47.16147994995117%
2023-05-05T00:10:00+04:00 Dubai,16.81252098083496°C,24.03913688659668%,47.09865188598633%
2023-05-05T00:15:00+04:00 Dubai,16.81252098083496°C,24.03913688659668%,47.361717224121094%
2023-05-05T00:20:00+04:00 Dubai,16.66389274597168°C,24.03913688659668%,46.94084548950195%
2023-05-05T00:25:00+04:00 Dubai,16.66389274597168°C,24.03913688659668%,46.94696807861328%
2023-05-05T00:30:00+04:00 Dubai,16.66389274597168°C,24.03913688659668%,46.97469711303711%
2023-05-05T00:35:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.919273376464844%
2023-05-05T00:40:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,47.2396240234375%
2023-05-05T00:45:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.91913604736328%
2023-05-05T00:50:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.95286560058594%
2023-05-05T00:55:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.917842864990234%
2023-05-05T01:00:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.91904067993164%
2023-05-05T01:05:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.82294464111328%
2023-05-05T01:10:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.82374572753906%
2023-05-05T01:15:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.50186538696289%
2023-05-05T01:20:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.877105712890625%
2023-05-05T01:25:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.45976638793945%
2023-05-05T01:30:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.695674896240234%
2023-05-05T01:35:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.45432662963867%
2023-05-05T01:40:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.90351867675781%
2023-05-05T01:45:00+04:00 Dubai,16.5153751373291°C,24.03913688659668%,46.45478057861328%
2023-05-05T01:50:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.568199157714844%
2023-05-05T01:55:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.45096969604492%
2023-05-05T02:00:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.62641525268555%
2023-05-05T02:05:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.449371337890625%
2023-05-05T02:10:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.58720016479492%
2023-05-05T02:15:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.4410400390625%
2023-05-05T02:20:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.417259216308594%
2023-05-05T02:25:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.12792205810547%
2023-05-05T02:30:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.340721130371094%
2023-05-05T02:35:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.139984130859375%
2023-05-05T02:40:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.38664245605469%
2023-05-05T02:45:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.11703109741211%
2023-05-05T02:50:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.36502456665039%
2023-05-05T02:55:00+04:00 Dubai,16.365060806274414°C,24.03913688659668%,46.13592529296875%
2023-05-05T03:00:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.11142349243164%
2023-05-05T03:05:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.11119079589844%
2023-05-05T03:10:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.16602325439453%
2023-05-05T03:15:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.044837951660156%
2023-05-05T03:20:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.093505859375%
2023-05-05T03:25:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.099876403808594%
2023-05-05T03:30:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.0825080871582%
2023-05-05T03:35:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,45.727508544921875%
2023-05-05T03:40:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.059715270996094%
2023-05-05T03:45:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.12309265136719%
2023-05-05T03:50:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,45.69028854370117%
2023-05-05T03:55:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.046329498291016%
2023-05-05T04:00:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.01494216918945%
2023-05-05T04:05:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.032203674316406%
2023-05-05T04:10:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.131988525390625%
2023-05-05T04:15:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,46.0279655456543%
2023-05-05T04:20:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,45.727664947509766%
2023-05-05T04:25:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,45.64336395263672%
2023-05-05T04:30:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,45.64579391479492%
2023-05-05T04:35:00+04:00 Dubai,16.216331481933594°C,24.03913688659668%,45.97135925292969%
2023-05-05T04:40:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,45.66317367553711%
2023-05-05T04:45:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,45.95638656616211%
2023-05-05T04:50:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,45.6650276184082%
2023-05-05T04:55:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.0558967590332%
2023-05-05T05:00:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.143001556396484%
2023-05-05T05:05:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,45.787418365478516%
2023-05-05T05:10:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.12591552734375%
2023-05-05T05:15:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.040679931640625%
2023-05-05T05:20:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.2048225402832%
2023-05-05T05:25:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.33758544921875%
2023-05-05T05:30:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.27228927612305%
2023-05-05T05:35:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,45.97023391723633%
2023-05-05T05:40:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,45.85240173339844%
2023-05-05T05:45:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.069149017333984%
2023-05-05T05:50:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,45.68415069580078%
2023-05-05T05:55:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.14856719970703%
2023-05-05T06:00:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.041324615478516%
2023-05-05T06:05:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.0920524597168%
2023-05-05T06:10:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,45.84028244018555%
2023-05-05T06:15:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.218013763427734%
2023-05-05T06:20:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,45.997859954833984%
2023-05-05T06:25:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.143646240234375%
2023-05-05T06:30:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.13435363769531%
2023-05-05T06:35:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.33362579345703%
2023-05-05T06:40:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.491031646728516%
2023-05-05T06:45:00+04:00 Dubai,16.067514419555664°C,24.03913688659668%,46.142425537109375%
2023-05-05T06:50:00+04:00 Dubai,16.21673011779785°C,24.03913688659668%,46.910194396972656%
2023-05-05T06:55:00+04:00 Dubai,16.21673011779785°C,24.03913688659668%,46.95309829711914%
2023-05-05T07:00:00+04:00 Dubai,16.21673011779785°C,24.03913688659668%,46.53669357299805%
2023-05-05T07:05:00+04:00 Dubai,16.527740478515625°C,25.118627548217773%,45.50178909301758%
2023-05-05T07:10:00+04:00 Dubai,16.678062438964844°C,27.7972469329834%,45.318233489990234%
2023-05-05T07:15:00+04:00 Dubai,16.826818466186523°C,30.313486099243164%,45.6982307434082%
2023-05-05T07:20:00+04:00 Dubai,16.826818466186523°C,31.389219284057617%,45.62364196777344%
2023-05-05T07:25:00+04:00 Dubai,16.826818466186523°C,32.766292572021484%,46.92380905151367%
2023-05-05T07:30:00+04:00 Dubai,16.826818466186523°C,33.96365737915039%,47.41636276245117%
2023-05-05T07:35:00+04:00 Dubai,16.826818466186523°C,36.29388427734375%,47.54943084716797%
2023-05-05T07:40:00+04:00 Dubai,16.674219131469727°C,36.236366271972656%,49.63066482543945%
2023-05-05T07:45:00+04:00 Dubai,16.52461814880371°C,35.19528579711914%,50.69205093383789%
2023-05-05T07:50:00+04:00 Dubai,16.52461814880371°C,35.19528579711914%,51.44532012939453%
2023-05-05T07:55:00+04:00 Dubai,16.52461814880371°C,35.19528579711914%,52.701358795166016%
2023-05-05T08:00:00+04:00 Dubai,16.52461814880371°C,35.19528579711914%,53.53727722167969%
2023-05-05T08:05:00+04:00 Dubai,16.52461814880371°C,36.2059211730957%,54.285037994384766%
2023-05-05T08:10:00+04:00 Dubai,16.52461814880371°C,37.30179214477539%,55.06201171875%
2023-05-05T08:15:00+04:00 Dubai,16.673297882080078°C,38.505069732666016%,55.84645462036133%
2023-05-05T08:20:00+04:00 Dubai,16.673297882080078°C,39.92236328125%,56.99212646484375%
2023-05-05T08:25:00+04:00 Dubai,16.516633987426758°C,39.9864616394043%,57.47441101074219%
2023-05-05T08:30:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,58.08028030395508%
2023-05-05T08:35:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,58.91615676879883%
2023-05-05T08:40:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,58.96664047241211%
2023-05-05T08:45:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,59.23627471923828%
2023-05-05T08:50:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,59.81002426147461%
2023-05-05T08:55:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,59.84012222290039%
2023-05-05T09:00:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,60.43645095825195%
2023-05-05T09:05:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,60.691810607910156%
2023-05-05T09:10:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,61.28217315673828%
2023-05-05T09:15:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,61.63465881347656%
2023-05-05T09:20:00+04:00 Dubai,16.366437911987305°C,39.9864616394043%,62.15349578857422%
2023-05-05T09:25:00+04:00 Dubai,16.51591682434082°C,39.9864616394043%,62.1170539855957%
2023-05-05T09:30:00+04:00 Dubai,16.51591682434082°C,39.9864616394043%,63.029266357421875%
2023-05-05T09:35:00+04:00 Dubai,16.51591682434082°C,39.9864616394043%,63.04166793823242%
2023-05-05T09:40:00+04:00 Dubai,16.51591682434082°C,41.31461715698242%,63.54109573364258%
2023-05-05T09:45:00+04:00 Dubai,16.666397094726562°C,43.46519088745117%,63.50029754638672%
2023-05-05T09:50:00+04:00 Dubai,16.666397094726562°C,44.503204345703125%,64.04069519042969%
2023-05-05T09:55:00+04:00 Dubai,16.666397094726562°C,45.529911041259766%,65.14994049072266%
2023-05-05T10:00:00+04:00 Dubai,16.513023376464844°C,44.151405334472656%,65.32401275634766%
2023-05-05T10:05:00+04:00 Dubai,16.513023376464844°C,44.151405334472656%,66.51705932617188%
2023-05-05T10:10:00+04:00 Dubai,16.363056182861328°C,44.151405334472656%,66.16046905517578%
2023-05-05T10:15:00+04:00 Dubai,16.363056182861328°C,44.151405334472656%,65.74785614013672%
2023-05-05T10:20:00+04:00 Dubai,16.363056182861328°C,44.151405334472656%,65.72248840332031%
2023-05-05T10:25:00+04:00 Dubai,16.363056182861328°C,44.151405334472656%,65.48108673095703%
2023-05-05T10:30:00+04:00 Dubai,16.363056182861328°C,44.151405334472656%,64.46136474609375%
2023-05-05T10:35:00+04:00 Dubai,16.363056182861328°C,44.151405334472656%,64.17556762695312%
2023-05-05T10:40:00+04:00 Dubai,16.363056182861328°C,44.151405334472656%,63.584285736083984%
2023-05-05T10:45:00+04:00 Dubai,16.214338302612305°C,44.151405334472656%,63.05244445800781%
2023-05-05T10:50:00+04:00 Dubai,16.214338302612305°C,44.151405334472656%,63.047698974609375%
2023-05-05T10:55:00+04:00 Dubai,16.214338302612305°C,44.151405334472656%,62.69990158081055%
2023-05-05T11:00:00+04:00 Dubai,16.06362533569336°C,44.151405334472656%,61.6397590637207%
2023-05-05T11:05:00+04:00 Dubai,16.06362533569336°C,44.151405334472656%,60.92267990112305%
2023-05-05T11:10:00+04:00 Dubai,16.06362533569336°C,44.151405334472656%,60.455360412597656%
2023-05-05T11:15:00+04:00 Dubai,16.06362533569336°C,44.151405334472656%,60.034698486328125%
2023-05-05T11:20:00+04:00 Dubai,16.06362533569336°C,44.151405334472656%,59.166343688964844%
2023-05-05T11:25:00+04:00 Dubai,15.914896965026855°C,44.151405334472656%,58.96818161010742%
2023-05-05T11:30:00+04:00 Dubai,15.914896965026855°C,44.151405334472656%,58.10911178588867%
2023-05-05T11:35:00+04:00 Dubai,15.914896965026855°C,44.151405334472656%,57.523643493652344%
2023-05-05T11:40:00+04:00 Dubai,15.76518726348877°C,44.151405334472656%,57.096763610839844%
2023-05-05T11:45:00+04:00 Dubai,15.76518726348877°C,44.151405334472656%,56.62565994262695%
2023-05-05T11:50:00+04:00 Dubai,15.76518726348877°C,44.151405334472656%,56.18182373046875%
2023-05-05T11:55:00+04:00 Dubai,15.76518726348877°C,44.151405334472656%,56.0217170715332%
2023-05-05T12:00:00+04:00 Dubai,15.76518726348877°C,44.151405334472656%,55.636627197265625%
2023-05-05T12:05:00+04:00 Dubai,15.76518726348877°C,44.151405334472656%,55.55470275878906%
2023-05-05T12:10:00+04:00 Dubai,15.616585731506348°C,44.151405334472656%,55.59645080566406%
2023-05-05T12:15:00+04:00 Dubai,15.616585731506348°C,44.151405334472656%,55.177276611328125%
2023-05-05T12:20:00+04:00 Dubai,15.616585731506348°C,44.151405334472656%,55.130977630615234%
2023-05-05T12:25:00+04:00 Dubai,15.616585731506348°C,44.151405334472656%,55.183040618896484%
2023-05-05T12:30:00+04:00 Dubai,15.616585731506348°C,44.151405334472656%,55.140018463134766%
2023-05-05T12:35:00+04:00 Dubai,15.467443466186523°C,44.151405334472656%,55.11274719238281%
2023-05-05T12:40:00+04:00 Dubai,15.467443466186523°C,43.16087341308594%,55.06417465209961%
2023-05-05T12:45:00+04:00 Dubai,15.467443466186523°C,43.16087341308594%,54.66556167602539%
2023-05-05T12:50:00+04:00 Dubai,15.467443466186523°C,42.116943359375%,54.15162658691406%
2023-05-05T12:55:00+04:00 Dubai,15.467443466186523°C,42.116943359375%,53.40687561035156%
2023-05-05T13:00:00+04:00 Dubai,15.467443466186523°C,42.116943359375%,53.76090621948242%
2023-05-05T13:05:00+04:00 Dubai,15.467443466186523°C,42.116943359375%,53.65385437011719%
2023-05-05T13:10:00+04:00 Dubai,15.467443466186523°C,41.1219482421875%,53.6260986328125%
2023-05-05T13:15:00+04:00 Dubai,15.467443466186523°C,39.850547790527344%,53.37899398803711%
2023-05-05T13:20:00+04:00 Dubai,15.318365097045898°C,38.78620910644531%,52.567447662353516%
2023-05-05T13:25:00+04:00 Dubai,15.621315956115723°C,38.78620910644531%,53.102622985839844%
2023-05-05T13:30:00+04:00 Dubai,15.773496627807617°C,38.78620910644531%,53.41192626953125%
2023-05-05T13:35:00+04:00 Dubai,15.773496627807617°C,38.78620910644531%,53.04563522338867%
2023-05-05T13:40:00+04:00 Dubai,15.773496627807617°C,38.78620910644531%,53.41602325439453%
2023-05-05T13:45:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,53.401302337646484%
2023-05-05T13:50:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,53.01025390625%
2023-05-05T13:55:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,53.37788772583008%
2023-05-05T14:00:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,53.24564743041992%
2023-05-05T14:05:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,52.3557243347168%
2023-05-05T14:10:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,52.37866973876953%
2023-05-05T14:15:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,52.45595169067383%
2023-05-05T14:20:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.98690414428711%
2023-05-05T14:25:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,52.00605010986328%
2023-05-05T14:30:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.5939826965332%
2023-05-05T14:35:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.82828140258789%
2023-05-05T14:40:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.998626708984375%
2023-05-05T14:45:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.66135787963867%
2023-05-05T14:50:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,52.007545471191406%
2023-05-05T14:55:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.457244873046875%
2023-05-05T15:00:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.53178024291992%
2023-05-05T15:05:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.086246490478516%
2023-05-05T15:10:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.60340881347656%
2023-05-05T15:15:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.547096252441406%
2023-05-05T15:20:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.983272552490234%
2023-05-05T15:25:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.542362213134766%
2023-05-05T15:30:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.531795501708984%
2023-05-05T15:35:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.34598922729492%
2023-05-05T15:40:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.65690994262695%
2023-05-05T15:45:00+04:00 Dubai,15.922359466552734°C,38.78620910644531%,51.49253463745117%
2023-05-05T15:50:00+04:00 Dubai,16.072227478027344°C,38.78620910644531%,51.54217529296875%
2023-05-05T15:55:00+04:00 Dubai,16.072227478027344°C,38.78620910644531%,51.52542495727539%
2023-05-05T16:00:00+04:00 Dubai,16.072227478027344°C,38.78620910644531%,51.663795471191406%
2023-05-05T16:05:00+04:00 Dubai,16.072227478027344°C,38.78620910644531%,51.52736282348633%
2023-05-05T16:10:00+04:00 Dubai,16.072227478027344°C,38.78620910644531%,51.52482604980469%
2023-05-05T16:15:00+04:00 Dubai,16.072227478027344°C,38.78620910644531%,51.536869049072266%
