ts,DMC Building 1 Data Quality Tests Discharge-Air-Temp-Sensor Copy,DMC Building 1 Data Quality Tests Discharge-Chilled-Water-Cool-Valve-Cmd Copy
2023-06-23T04:10:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T04:15:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T04:20:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T04:25:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T04:30:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T04:35:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T04:40:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T04:45:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T04:50:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T04:55:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T05:00:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T05:05:00+04:00 Dubai,17.882434844970703°C,30.34%
2023-06-23T05:10:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T05:15:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T05:20:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T05:25:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T05:30:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T05:35:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T05:40:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T05:45:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T05:50:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T05:55:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:00:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:05:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:10:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:15:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:20:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:25:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:30:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:35:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:40:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:45:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:50:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T06:55:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T07:00:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T07:05:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T07:10:00+04:00 Dubai,18.031049728393555°C,30.34%
2023-06-23T07:15:00+04:00 Dubai,,
2023-06-23T07:20:00+04:00 Dubai,,
2023-06-23T07:25:00+04:00 Dubai,,
2023-06-23T07:30:00+04:00 Dubai,,
2023-06-23T07:35:00+04:00 Dubai,,
2023-06-23T07:40:00+04:00 Dubai,24.707063674926758°C,6.37%
2023-06-23T07:45:00+04:00 Dubai,24.141395568847656°C,45.82%
2023-06-23T07:50:00+04:00 Dubai,21.7255859375°C,54.07%
2023-06-23T07:55:00+04:00 Dubai,20.646427154541016°C,71.39%
2023-06-23T08:00:00+04:00 Dubai,19.707414627075195°C,87.02%
2023-06-23T08:05:00+04:00 Dubai,18.91377830505371°C,96.64%
2023-06-23T08:10:00+04:00 Dubai,17.994205474853516°C,100%
2023-06-23T08:15:00+04:00 Dubai,16.916215896606445°C,100%
2023-06-23T08:20:00+04:00 Dubai,16.134462356567383°C,98.23%
2023-06-23T08:25:00+04:00 Dubai,15.208757400512695°C,92.64%
2023-06-23T08:30:00+04:00 Dubai,14.589072227478027°C,92.64%
2023-06-23T08:35:00+04:00 Dubai,15.16080379486084°C,92.12%
2023-06-23T08:40:00+04:00 Dubai,15.777801513671875°C,94.95%
2023-06-23T08:45:00+04:00 Dubai,15.927618026733398°C,98.01%
2023-06-23T08:50:00+04:00 Dubai,16.249177932739258°C,99.34%
2023-06-23T08:55:00+04:00 Dubai,15.632107734680176°C,99.34%
2023-06-23T09:00:00+04:00 Dubai,15.004552841186523°C,98.12%
2023-06-23T09:05:00+04:00 Dubai,14.700913429260254°C,98.12%
2023-06-23T09:10:00+04:00 Dubai,14.550365447998047°C,98.12%
2023-06-23T09:15:00+04:00 Dubai,14.401042938232422°C,95.83%
2023-06-23T09:20:00+04:00 Dubai,14.251799583435059°C,94.73%
2023-06-23T09:25:00+04:00 Dubai,14.251799583435059°C,92.35%
2023-06-23T09:30:00+04:00 Dubai,14.251799583435059°C,91.25%
2023-06-23T09:35:00+04:00 Dubai,14.251799583435059°C,90.21%
2023-06-23T09:40:00+04:00 Dubai,14.251799583435059°C,89.02%
2023-06-23T09:45:00+04:00 Dubai,14.251799583435059°C,86.91%
2023-06-23T09:50:00+04:00 Dubai,14.251799583435059°C,86.91%
2023-06-23T09:55:00+04:00 Dubai,14.251799583435059°C,85.88%
2023-06-23T10:00:00+04:00 Dubai,14.401101112365723°C,85.88%
2023-06-23T10:05:00+04:00 Dubai,14.401101112365723°C,85.88%
2023-06-23T10:10:00+04:00 Dubai,14.401101112365723°C,85.88%
2023-06-23T10:15:00+04:00 Dubai,14.401101112365723°C,85.88%
2023-06-23T10:20:00+04:00 Dubai,14.401101112365723°C,85.88%
2023-06-23T10:25:00+04:00 Dubai,14.401101112365723°C,85.88%
2023-06-23T10:30:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T10:35:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T10:40:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T10:45:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T10:50:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T10:55:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T11:00:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T11:05:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T11:10:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T11:15:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T11:20:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T11:25:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T11:30:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T11:35:00+04:00 Dubai,14.551825523376465°C,85.88%
2023-06-23T11:40:00+04:00 Dubai,14.551825523376465°C,84.65%
2023-06-23T11:45:00+04:00 Dubai,14.551825523376465°C,84.65%
2023-06-23T11:50:00+04:00 Dubai,14.551825523376465°C,84.65%
2023-06-23T11:55:00+04:00 Dubai,14.551825523376465°C,83.62%
2023-06-23T12:00:00+04:00 Dubai,14.551825523376465°C,83.62%
2023-06-23T12:05:00+04:00 Dubai,14.551825523376465°C,83.62%
2023-06-23T12:10:00+04:00 Dubai,14.551825523376465°C,83.62%
2023-06-23T12:15:00+04:00 Dubai,14.551825523376465°C,83.62%
2023-06-23T12:20:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T12:25:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T12:30:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T12:35:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T12:40:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T12:45:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T12:50:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T12:55:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T13:00:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T13:05:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T13:10:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T13:15:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T13:20:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T13:25:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T13:30:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T13:35:00+04:00 Dubai,14.551825523376465°C,82.57%
2023-06-23T13:40:00+04:00 Dubai,14.551825523376465°C,81.54%
2023-06-23T13:45:00+04:00 Dubai,14.402388572692871°C,81.54%
2023-06-23T13:50:00+04:00 Dubai,14.402388572692871°C,81.54%
2023-06-23T13:55:00+04:00 Dubai,14.402388572692871°C,81.54%
2023-06-23T14:00:00+04:00 Dubai,14.402388572692871°C,81.54%
2023-06-23T14:05:00+04:00 Dubai,14.402388572692871°C,81.54%
2023-06-23T14:10:00+04:00 Dubai,14.402388572692871°C,81.54%
2023-06-23T14:15:00+04:00 Dubai,14.402388572692871°C,81.54%
2023-06-23T14:20:00+04:00 Dubai,14.553455352783203°C,81.54%
2023-06-23T14:25:00+04:00 Dubai,14.553455352783203°C,81.54%
2023-06-23T14:30:00+04:00 Dubai,14.553455352783203°C,81.54%
2023-06-23T14:35:00+04:00 Dubai,14.553455352783203°C,81.54%
2023-06-23T14:40:00+04:00 Dubai,14.553455352783203°C,81.54%
2023-06-23T14:45:00+04:00 Dubai,14.553455352783203°C,81.54%
2023-06-23T14:50:00+04:00 Dubai,14.553455352783203°C,81.54%
2023-06-23T14:55:00+04:00 Dubai,14.553455352783203°C,81.54%
2023-06-23T15:00:00+04:00 Dubai,14.553455352783203°C,81.54%
2023-06-23T15:05:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T15:10:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T15:15:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T15:20:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T15:25:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T15:30:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T15:35:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T15:40:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T15:45:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T15:50:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T15:55:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:00:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:05:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:10:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:15:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:20:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:25:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:30:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:35:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:40:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:45:00+04:00 Dubai,14.702184677124023°C,81.54%
2023-06-23T16:50:00+04:00 Dubai,14.551919937133789°C,81.54%
2023-06-23T16:55:00+04:00 Dubai,14.551919937133789°C,81.54%
2023-06-23T17:00:00+04:00 Dubai,14.551919937133789°C,81.54%
2023-06-23T17:05:00+04:00 Dubai,14.551919937133789°C,80.53%
2023-06-23T17:10:00+04:00 Dubai,14.551919937133789°C,80.53%
2023-06-23T17:15:00+04:00 Dubai,14.551919937133789°C,80.53%
2023-06-23T17:20:00+04:00 Dubai,14.551919937133789°C,80.53%
2023-06-23T17:25:00+04:00 Dubai,14.551919937133789°C,79.49%
2023-06-23T17:30:00+04:00 Dubai,14.551919937133789°C,79.49%
2023-06-23T17:35:00+04:00 Dubai,14.551919937133789°C,79.49%
2023-06-23T17:40:00+04:00 Dubai,14.551919937133789°C,79.49%
2023-06-23T17:45:00+04:00 Dubai,14.551919937133789°C,78.45%
2023-06-23T17:50:00+04:00 Dubai,14.092849731445312°C,72.90%
2023-06-23T17:55:00+04:00 Dubai,13.786993026733398°C,66.82%
2023-06-23T18:00:00+04:00 Dubai,13.637728691101074°C,62.42%
2023-06-23T18:05:00+04:00 Dubai,13.637728691101074°C,57.90%
2023-06-23T18:10:00+04:00 Dubai,13.78933048248291°C,55.38%
2023-06-23T18:15:00+04:00 Dubai,13.940587997436523°C,55.38%
2023-06-23T18:20:00+04:00 Dubai,13.940587997436523°C,52.70%
2023-06-23T18:25:00+04:00 Dubai,14.091318130493164°C,52.70%
2023-06-23T18:30:00+04:00 Dubai,14.091318130493164°C,51.66%
2023-06-23T18:35:00+04:00 Dubai,14.091318130493164°C,49.48%
2023-06-23T18:40:00+04:00 Dubai,14.242796897888184°C,48.15%
2023-06-23T18:45:00+04:00 Dubai,14.242796897888184°C,48.15%
2023-06-23T18:50:00+04:00 Dubai,14.242796897888184°C,47.03%
2023-06-23T18:55:00+04:00 Dubai,14.242796897888184°C,45.96%
2023-06-23T19:00:00+04:00 Dubai,14.242796897888184°C,43.51%
2023-06-23T19:05:00+04:00 Dubai,14.242796897888184°C,43.51%
2023-06-23T19:10:00+04:00 Dubai,14.242796897888184°C,42.08%
2023-06-23T19:15:00+04:00 Dubai,14.391923904418945°C,43.40%
2023-06-23T19:20:00+04:00 Dubai,14.391923904418945°C,43.40%
2023-06-23T19:25:00+04:00 Dubai,14.701306343078613°C,43.40%
2023-06-23T19:30:00+04:00 Dubai,14.701306343078613°C,43.40%
2023-06-23T19:35:00+04:00 Dubai,14.701306343078613°C,43.40%
2023-06-23T19:40:00+04:00 Dubai,14.701306343078613°C,43.40%
2023-06-23T19:45:00+04:00 Dubai,14.701306343078613°C,43.40%
2023-06-23T19:50:00+04:00 Dubai,14.701306343078613°C,43.40%
2023-06-23T19:55:00+04:00 Dubai,14.701306343078613°C,43.40%
2023-06-23T20:00:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:05:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:10:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:15:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:20:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:25:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:30:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:35:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:40:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:45:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:50:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T20:55:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:00:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:05:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:10:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:15:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:20:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:25:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:30:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:35:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:40:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:45:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:50:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T21:55:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:00:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:05:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:10:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:15:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:20:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:25:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:30:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:35:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:40:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:45:00+04:00 Dubai,14.849952697753906°C,43.40%
2023-06-23T22:50:00+04:00 Dubai,14.701335906982422°C,43.40%
2023-06-23T22:55:00+04:00 Dubai,14.701335906982422°C,43.40%
2023-06-23T23:00:00+04:00 Dubai,14.701335906982422°C,43.40%
2023-06-23T23:05:00+04:00 Dubai,14.701335906982422°C,43.40%
2023-06-23T23:10:00+04:00 Dubai,14.701335906982422°C,43.40%
2023-06-23T23:15:00+04:00 Dubai,14.552078247070312°C,43.40%
2023-06-23T23:20:00+04:00 Dubai,14.552078247070312°C,43.40%
2023-06-23T23:25:00+04:00 Dubai,14.552078247070312°C,43.40%
2023-06-23T23:30:00+04:00 Dubai,14.552078247070312°C,42.31%
2023-06-23T23:35:00+04:00 Dubai,14.552078247070312°C,42.31%
2023-06-23T23:40:00+04:00 Dubai,14.40231704711914°C,41.29%
2023-06-23T23:45:00+04:00 Dubai,14.40231704711914°C,40.16%
2023-06-23T23:50:00+04:00 Dubai,14.55376148223877°C,40.46%
2023-06-23T23:55:00+04:00 Dubai,14.702749252319336°C,40.46%
2023-06-24T00:00:00+04:00 Dubai,16.997385025024414°C,27.86%
2023-06-24T00:05:00+04:00 Dubai,16.997385025024414°C,26.15%
2023-06-24T00:10:00+04:00 Dubai,16.779809951782227°C,20.47%
2023-06-24T00:15:00+04:00 Dubai,17.408628463745117°C,26.02%
2023-06-24T00:20:00+04:00 Dubai,17.707050323486328°C,26.02%
2023-06-24T00:25:00+04:00 Dubai,17.855695724487305°C,26.02%
2023-06-24T00:30:00+04:00 Dubai,18.005126953125°C,26.02%
2023-06-24T00:35:00+04:00 Dubai,18.15367889404297°C,26.02%
2023-06-24T00:40:00+04:00 Dubai,18.30435562133789°C,26.02%
2023-06-24T00:45:00+04:00 Dubai,18.30435562133789°C,26.02%
2023-06-24T00:50:00+04:00 Dubai,18.45332908630371°C,26.02%
2023-06-24T00:55:00+04:00 Dubai,18.604049682617188°C,27.30%
2023-06-24T01:00:00+04:00 Dubai,18.604049682617188°C,29.49%
2023-06-24T01:05:00+04:00 Dubai,18.30006217956543°C,28.14%
2023-06-24T01:10:00+04:00 Dubai,18.151199340820312°C,28.14%
2023-06-24T01:15:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T01:20:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T01:25:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T01:30:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T01:35:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T01:40:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T01:45:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T01:50:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T01:55:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:00:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:05:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:10:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:15:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:20:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:25:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:30:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:35:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:40:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:45:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:50:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T02:55:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:00:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:05:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:10:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:15:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:20:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:25:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:30:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:35:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:40:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:45:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:50:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T03:55:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:00:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:05:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:10:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:15:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:20:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:25:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:30:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:35:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:40:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:45:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:50:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T04:55:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:00:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:05:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:10:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:15:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:20:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:25:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:30:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:35:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:40:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:45:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:50:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T05:55:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T06:00:00+04:00 Dubai,18.002267837524414°C,28.14%
2023-06-24T06:05:00+04:00 Dubai,16.03346824645996°C,41.22%
2023-06-24T06:10:00+04:00 Dubai,16.03346824645996°C,43.12%
2023-06-24T06:15:00+04:00 Dubai,15.88359546661377°C,44.16%
2023-06-24T06:20:00+04:00 Dubai,15.733059883117676°C,43.06%
2023-06-24T06:25:00+04:00 Dubai,15.582596778869629°C,42.06%
2023-06-24T06:30:00+04:00 Dubai,15.432808876037598°C,42.06%
2023-06-24T06:35:00+04:00 Dubai,15.432808876037598°C,42.06%
2023-06-24T06:40:00+04:00 Dubai,15.282085418701172°C,42.06%
2023-06-24T06:45:00+04:00 Dubai,15.282085418701172°C,42.06%
2023-06-24T06:50:00+04:00 Dubai,15.282085418701172°C,42.06%
2023-06-24T06:55:00+04:00 Dubai,15.13330364227295°C,42.06%
2023-06-24T07:00:00+04:00 Dubai,15.13330364227295°C,42.06%
2023-06-24T07:05:00+04:00 Dubai,15.910238265991211°C,45.63%
2023-06-24T07:10:00+04:00 Dubai,16.061445236206055°C,50.83%
2023-06-24T07:15:00+04:00 Dubai,16.061445236206055°C,53.46%
2023-06-24T07:20:00+04:00 Dubai,16.061445236206055°C,54.86%
2023-06-24T07:25:00+04:00 Dubai,16.061445236206055°C,57.35%
2023-06-24T07:30:00+04:00 Dubai,16.061445236206055°C,59.04%
2023-06-24T07:35:00+04:00 Dubai,15.912670135498047°C,60.23%
2023-06-24T07:40:00+04:00 Dubai,15.912670135498047°C,62.49%
2023-06-24T07:45:00+04:00 Dubai,15.912670135498047°C,63.51%
2023-06-24T07:50:00+04:00 Dubai,15.912670135498047°C,66.21%
2023-06-24T07:55:00+04:00 Dubai,15.912670135498047°C,67.40%
2023-06-24T08:00:00+04:00 Dubai,15.912670135498047°C,70.28%
2023-06-24T08:05:00+04:00 Dubai,15.912670135498047°C,72.66%
2023-06-24T08:10:00+04:00 Dubai,15.912670135498047°C,73.95%
2023-06-24T08:15:00+04:00 Dubai,15.912670135498047°C,76.98%
2023-06-24T08:20:00+04:00 Dubai,15.912670135498047°C,79.48%
2023-06-24T08:25:00+04:00 Dubai,15.912670135498047°C,80.53%
2023-06-24T08:30:00+04:00 Dubai,15.912670135498047°C,83.02%
2023-06-24T08:35:00+04:00 Dubai,15.912670135498047°C,85.55%
2023-06-24T08:40:00+04:00 Dubai,15.912670135498047°C,86.81%
2023-06-24T08:45:00+04:00 Dubai,15.912670135498047°C,90.00%
2023-06-24T08:50:00+04:00 Dubai,15.912670135498047°C,92.59%
2023-06-24T08:55:00+04:00 Dubai,15.912670135498047°C,95.11%
2023-06-24T09:00:00+04:00 Dubai,15.289992332458496°C,92.69%
2023-06-24T09:05:00+04:00 Dubai,14.034858703613281°C,87.44%
2023-06-24T09:10:00+04:00 Dubai,13.727543830871582°C,80.56%
2023-06-24T09:15:00+04:00 Dubai,13.727543830871582°C,76.91%
2023-06-24T09:20:00+04:00 Dubai,13.727543830871582°C,73.66%
2023-06-24T09:25:00+04:00 Dubai,13.727543830871582°C,70.92%
2023-06-24T09:30:00+04:00 Dubai,13.876514434814453°C,67.54%
2023-06-24T09:35:00+04:00 Dubai,13.876514434814453°C,66.17%
2023-06-24T09:40:00+04:00 Dubai,14.027447700500488°C,64.76%
2023-06-24T09:45:00+04:00 Dubai,14.027447700500488°C,62.09%
2023-06-24T09:50:00+04:00 Dubai,14.027447700500488°C,61.01%
2023-06-24T09:55:00+04:00 Dubai,14.176573753356934°C,59.70%
2023-06-24T10:00:00+04:00 Dubai,14.176573753356934°C,59.70%
2023-06-24T10:05:00+04:00 Dubai,14.325909614562988°C,59.70%
2023-06-24T10:10:00+04:00 Dubai,14.325909614562988°C,59.70%
2023-06-24T10:15:00+04:00 Dubai,14.325909614562988°C,58.64%
2023-06-24T10:20:00+04:00 Dubai,14.325909614562988°C,58.64%
2023-06-24T10:25:00+04:00 Dubai,14.325909614562988°C,58.64%
2023-06-24T10:30:00+04:00 Dubai,14.325909614562988°C,58.64%
2023-06-24T10:35:00+04:00 Dubai,14.47445011138916°C,58.64%
2023-06-24T10:40:00+04:00 Dubai,14.47445011138916°C,58.64%
2023-06-24T10:45:00+04:00 Dubai,14.47445011138916°C,57.43%
2023-06-24T10:50:00+04:00 Dubai,14.47445011138916°C,57.43%
2023-06-24T10:55:00+04:00 Dubai,14.47445011138916°C,56.20%
2023-06-24T11:00:00+04:00 Dubai,14.47445011138916°C,56.20%
2023-06-24T11:05:00+04:00 Dubai,14.47445011138916°C,56.20%
2023-06-24T11:10:00+04:00 Dubai,14.47445011138916°C,56.20%
2023-06-24T11:15:00+04:00 Dubai,14.47445011138916°C,56.20%
2023-06-24T11:20:00+04:00 Dubai,14.47445011138916°C,56.20%
2023-06-24T11:25:00+04:00 Dubai,14.47445011138916°C,56.20%
2023-06-24T11:30:00+04:00 Dubai,14.47445011138916°C,56.20%
2023-06-24T11:35:00+04:00 Dubai,14.47445011138916°C,56.20%
