Timestamp,val,discharge_Chilled_Water_Cool_Valve_Cmd_AHU_01_B1,discharge_Fan_Vfd_Speed_Sensor_AHU_01_B1
2023-03-16T23:35:00+04:00 Dubai,23.97250747680664°C,40.12303924560547%,57.60089874267578%
2023-03-16T23:40:00+04:00 Dubai,23.97250747680664°C,40.12303924560547%,57.586238861083984%
2023-03-16T23:45:00+04:00 Dubai,23.97250747680664°C,40.12303924560547%,57.5837516784668%
2023-03-16T23:50:00+04:00 Dubai,23.97250747680664°C,40.12303924560547%,57.577640533447266%
2023-03-16T23:55:00+04:00 Dubai,23.97250747680664°C,40.12303924560547%,57.91941452026367%
2023-03-17T00:00:00+04:00 Dubai,23.82356834411621°C,6.5231475830078125%,57.808135986328125%
2023-03-17T00:05:00+04:00 Dubai,23.82356834411621°C,9.70585823059082%,58.04497146606445%
2023-03-17T00:10:00+04:00 Dubai,23.82356834411621°C,28.422155380249023%,58.03718185424805%
2023-03-17T00:15:00+04:00 Dubai,23.82356834411621°C,28.422155380249023%,58.04365158081055%
2023-03-17T00:20:00+04:00 Dubai,23.673965454101562°C,29.523590087890625%,58.032161712646484%
2023-03-17T00:25:00+04:00 Dubai,23.673965454101562°C,30.560407638549805%,58.02764892578125%
2023-03-17T00:30:00+04:00 Dubai,23.673965454101562°C,30.560407638549805%,58.04487609863281%
2023-03-17T00:35:00+04:00 Dubai,23.673965454101562°C,31.637073516845703%,58.333648681640625%
2023-03-17T00:40:00+04:00 Dubai,23.673965454101562°C,32.701194763183594%,58.03689193725586%
2023-03-17T00:45:00+04:00 Dubai,23.673965454101562°C,32.701194763183594%,58.03926086425781%
2023-03-17T00:50:00+04:00 Dubai,23.673965454101562°C,33.76174545288086%,58.043243408203125%
2023-03-17T00:55:00+04:00 Dubai,23.525390625°C,34.86948776245117%,58.11109924316406%
2023-03-17T01:00:00+04:00 Dubai,23.525390625°C,34.86948776245117%,58.03557205200195%
2023-03-17T01:05:00+04:00 Dubai,23.525390625°C,35.86952209472656%,58.03673553466797%
2023-03-17T01:10:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.24458694458008%
2023-03-17T01:15:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.03437042236328%
2023-03-17T01:20:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.03693389892578%
2023-03-17T01:25:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.03899002075195%
2023-03-17T01:30:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.17327117919922%
2023-03-17T01:35:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.0408935546875%
2023-03-17T01:40:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.04475402832031%
2023-03-17T01:45:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.02426528930664%
2023-03-17T01:50:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.034385681152344%
2023-03-17T01:55:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.04042434692383%
2023-03-17T02:00:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.03792953491211%
2023-03-17T02:05:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.03639602661133%
2023-03-17T02:10:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.037010192871094%
2023-03-17T02:15:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.03889846801758%
2023-03-17T02:20:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.02812194824219%
2023-03-17T02:25:00+04:00 Dubai,23.525390625°C,36.87492370605469%,58.05400085449219%
2023-03-17T02:30:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,58.03266525268555%
2023-03-17T02:35:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.98377227783203%
2023-03-17T02:40:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.66379165649414%
2023-03-17T02:45:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57754898071289%
2023-03-17T02:50:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.574737548828125%
2023-03-17T02:55:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.5727424621582%
2023-03-17T03:00:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57376480102539%
2023-03-17T03:05:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.703094482421875%
2023-03-17T03:10:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.576759338378906%
2023-03-17T03:15:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.5772590637207%
2023-03-17T03:20:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.577884674072266%
2023-03-17T03:25:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.575836181640625%
2023-03-17T03:30:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57304763793945%
2023-03-17T03:35:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.56848907470703%
2023-03-17T03:40:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.572025299072266%
2023-03-17T03:45:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57234573364258%
2023-03-17T03:50:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.570072174072266%
2023-03-17T03:55:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.571041107177734%
2023-03-17T04:00:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.55016326904297%
2023-03-17T04:05:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.571102142333984%
2023-03-17T04:10:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.552490234375%
2023-03-17T04:15:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.56918716430664%
2023-03-17T04:20:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57730484008789%
2023-03-17T04:25:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.572731018066406%
2023-03-17T04:30:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57390213012695%
2023-03-17T04:35:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57229232788086%
2023-03-17T04:40:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.5707893371582%
2023-03-17T04:45:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.567771911621094%
2023-03-17T04:50:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.570037841796875%
2023-03-17T04:55:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57085037231445%
2023-03-17T05:00:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.568511962890625%
2023-03-17T05:05:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57041549682617%
2023-03-17T05:10:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.56877517700195%
2023-03-17T05:15:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.565120697021484%
2023-03-17T05:20:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.5740966796875%
2023-03-17T05:25:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.574180603027344%
2023-03-17T05:30:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57162094116211%
2023-03-17T05:35:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.569576263427734%
2023-03-17T05:40:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57550048828125%
2023-03-17T05:45:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.5732536315918%
2023-03-17T05:50:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.56881332397461%
2023-03-17T05:55:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.56782531738281%
2023-03-17T06:00:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.56919479370117%
2023-03-17T06:05:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.56791687011719%
2023-03-17T06:10:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.5699462890625%
2023-03-17T06:15:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.56972885131836%
2023-03-17T06:20:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.56822204589844%
2023-03-17T06:25:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.5658073425293%
2023-03-17T06:30:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57052993774414%
2023-03-17T06:35:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57184982299805%
2023-03-17T06:40:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.56651306152344%
2023-03-17T06:45:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.57232666015625%
2023-03-17T06:50:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.567447662353516%
2023-03-17T06:55:00+04:00 Dubai,23.376855850219727°C,36.87492370605469%,57.568702697753906%
2023-03-17T07:00:00+04:00 Dubai,23.526142120361328°C,36.87492370605469%,57.57317352294922%
2023-03-17T07:05:00+04:00 Dubai,23.526142120361328°C,36.87492370605469%,56.63582229614258%
2023-03-17T07:10:00+04:00 Dubai,23.526142120361328°C,36.87492370605469%,56.516868591308594%
2023-03-17T07:15:00+04:00 Dubai,23.526142120361328°C,38.140872955322266%,56.52333450317383%
2023-03-17T07:20:00+04:00 Dubai,23.526142120361328°C,38.140872955322266%,56.52937316894531%
2023-03-17T07:25:00+04:00 Dubai,23.675161361694336°C,39.20323181152344%,56.527183532714844%
2023-03-17T07:30:00+04:00 Dubai,23.675161361694336°C,39.20323181152344%,56.525142669677734%
2023-03-17T07:35:00+04:00 Dubai,23.675161361694336°C,40.33405685424805%,56.526119232177734%
2023-03-17T07:40:00+04:00 Dubai,23.675161361694336°C,41.458106994628906%,56.532039642333984%
2023-03-17T07:45:00+04:00 Dubai,23.675161361694336°C,41.458106994628906%,56.52839279174805%
2023-03-17T07:50:00+04:00 Dubai,23.675161361694336°C,41.458106994628906%,56.5599365234375%
2023-03-17T07:55:00+04:00 Dubai,23.823884963989258°C,41.458106994628906%,56.52266311645508%
2023-03-17T08:00:00+04:00 Dubai,23.823884963989258°C,41.458106994628906%,56.51871871948242%
2023-03-17T08:05:00+04:00 Dubai,23.823884963989258°C,41.458106994628906%,56.93034362792969%
2023-03-17T08:10:00+04:00 Dubai,23.973039627075195°C,41.458106994628906%,57.07560729980469%
2023-03-17T08:15:00+04:00 Dubai,23.973039627075195°C,41.458106994628906%,57.035770416259766%
2023-03-17T08:20:00+04:00 Dubai,23.973039627075195°C,41.458106994628906%,58.09113693237305%
2023-03-17T08:25:00+04:00 Dubai,23.973039627075195°C,41.458106994628906%,58.06423568725586%
2023-03-17T08:30:00+04:00 Dubai,24.122173309326172°C,41.458106994628906%,58.93690872192383%
2023-03-17T08:35:00+04:00 Dubai,24.122173309326172°C,41.458106994628906%,59.709590911865234%
2023-03-17T08:40:00+04:00 Dubai,24.122173309326172°C,41.458106994628906%,60.153846740722656%
2023-03-17T08:45:00+04:00 Dubai,24.122173309326172°C,41.458106994628906%,61.44480514526367%
2023-03-17T08:50:00+04:00 Dubai,24.271331787109375°C,41.458106994628906%,62.0852165222168%
2023-03-17T08:55:00+04:00 Dubai,24.271331787109375°C,41.458106994628906%,62.96747970581055%
2023-03-17T09:00:00+04:00 Dubai,24.271331787109375°C,41.458106994628906%,63.437294006347656%
2023-03-17T09:05:00+04:00 Dubai,24.271331787109375°C,42.59255599975586%,64.1083755493164%
2023-03-17T09:10:00+04:00 Dubai,24.271331787109375°C,43.64552307128906%,65.19007110595703%
2023-03-17T09:15:00+04:00 Dubai,24.271331787109375°C,46.653106689453125%,66.06244659423828%
2023-03-17T09:20:00+04:00 Dubai,24.271331787109375°C,45.55241394042969%,66.7980728149414%
2023-03-17T09:25:00+04:00 Dubai,24.271331787109375°C,46.58295440673828%,67.67758178710938%
2023-03-17T09:30:00+04:00 Dubai,24.271331787109375°C,48.873924255371094%,69.2120132446289%
2023-03-17T09:35:00+04:00 Dubai,24.271331787109375°C,49.887657165527344%,70.77112579345703%
2023-03-17T09:40:00+04:00 Dubai,24.271331787109375°C,49.887657165527344%,71.2481460571289%
2023-03-17T09:45:00+04:00 Dubai,24.271331787109375°C,51.9973258972168%,71.5820083618164%
2023-03-17T09:50:00+04:00 Dubai,24.271331787109375°C,53.1335563659668%,72.59587097167969%
2023-03-17T09:55:00+04:00 Dubai,24.271331787109375°C,53.1335563659668%,72.11178588867188%
2023-03-17T10:00:00+04:00 Dubai,24.271331787109375°C,54.33878707885742%,72.6219253540039%
2023-03-17T10:05:00+04:00 Dubai,24.271331787109375°C,55.497989654541016%,73.001708984375%
2023-03-17T10:10:00+04:00 Dubai,24.271331787109375°C,56.64139938354492%,72.92252349853516%
2023-03-17T10:15:00+04:00 Dubai,24.271331787109375°C,56.64139938354492%,73.38440704345703%
2023-03-17T10:20:00+04:00 Dubai,24.271331787109375°C,56.64139938354492%,72.7392807006836%
2023-03-17T10:25:00+04:00 Dubai,24.271331787109375°C,56.64139938354492%,72.7511978149414%
2023-03-17T10:30:00+04:00 Dubai,24.271331787109375°C,57.6639289855957%,72.61573028564453%
2023-03-17T10:35:00+04:00 Dubai,24.271331787109375°C,57.6639289855957%,72.75535583496094%
2023-03-17T10:40:00+04:00 Dubai,24.271331787109375°C,58.71166229248047%,72.92292022705078%
2023-03-17T10:45:00+04:00 Dubai,24.271331787109375°C,58.71166229248047%,72.47303009033203%
2023-03-17T10:50:00+04:00 Dubai,24.271331787109375°C,59.85329055786133%,72.47514343261719%
2023-03-17T10:55:00+04:00 Dubai,24.271331787109375°C,59.85329055786133%,72.27075958251953%
2023-03-17T11:00:00+04:00 Dubai,24.271331787109375°C,59.85329055786133%,71.9885025024414%
2023-03-17T11:05:00+04:00 Dubai,24.271331787109375°C,61.23134994506836%,71.54701232910156%
2023-03-17T11:10:00+04:00 Dubai,24.271331787109375°C,64.44538116455078%,71.55181121826172%
2023-03-17T11:15:00+04:00 Dubai,24.271331787109375°C,66.73460388183594%,71.47415161132812%
2023-03-17T11:20:00+04:00 Dubai,24.271331787109375°C,70.61007690429688%,71.21456909179688%
2023-03-17T11:25:00+04:00 Dubai,24.420629501342773°C,72.68589782714844%,71.20498657226562%
2023-03-17T11:30:00+04:00 Dubai,24.420629501342773°C,75.71580505371094%,70.6637954711914%
2023-03-17T11:35:00+04:00 Dubai,24.420629501342773°C,77.73867797851562%,70.11283111572266%
2023-03-17T11:40:00+04:00 Dubai,24.420629501342773°C,79.05555725097656%,69.76282501220703%
2023-03-17T11:45:00+04:00 Dubai,24.420629501342773°C,81.60999298095703%,68.96173858642578%
2023-03-17T11:50:00+04:00 Dubai,24.420629501342773°C,82.74345397949219%,68.46220397949219%
2023-03-17T11:55:00+04:00 Dubai,24.420629501342773°C,83.85601806640625%,67.85189819335938%
2023-03-17T12:00:00+04:00 Dubai,24.420629501342773°C,86.2083740234375%,67.16844177246094%
2023-03-17T12:05:00+04:00 Dubai,24.420629501342773°C,86.2083740234375%,66.58800506591797%
2023-03-17T12:10:00+04:00 Dubai,24.420629501342773°C,87.43464660644531%,65.8173828125%
2023-03-17T12:15:00+04:00 Dubai,24.420629501342773°C,88.60101318359375%,65.30986022949219%
2023-03-17T12:20:00+04:00 Dubai,24.420629501342773°C,88.60101318359375%,64.88621520996094%
2023-03-17T12:25:00+04:00 Dubai,24.420629501342773°C,89.70927429199219%,64.11884307861328%
2023-03-17T12:30:00+04:00 Dubai,24.420629501342773°C,89.70927429199219%,63.77989959716797%
2023-03-17T12:35:00+04:00 Dubai,24.420629501342773°C,90.71267700195312%,63.63546371459961%
2023-03-17T12:40:00+04:00 Dubai,24.420629501342773°C,91.785888671875%,63.492042541503906%
2023-03-17T12:45:00+04:00 Dubai,24.420629501342773°C,91.785888671875%,63.24626922607422%
2023-03-17T12:50:00+04:00 Dubai,24.420629501342773°C,92.82933044433594%,63.05001449584961%
2023-03-17T12:55:00+04:00 Dubai,24.420629501342773°C,92.82933044433594%,62.94678497314453%
2023-03-17T13:00:00+04:00 Dubai,24.420629501342773°C,92.82933044433594%,63.02946472167969%
2023-03-17T13:05:00+04:00 Dubai,24.420629501342773°C,93.88542175292969%,62.72450256347656%
2023-03-17T13:10:00+04:00 Dubai,24.420629501342773°C,93.88542175292969%,62.62769317626953%
2023-03-17T13:15:00+04:00 Dubai,24.420629501342773°C,93.88542175292969%,62.61404037475586%
2023-03-17T13:20:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,62.29682159423828%
2023-03-17T13:25:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,61.72955322265625%
2023-03-17T13:30:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,61.67929458618164%
2023-03-17T13:35:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,61.455902099609375%
2023-03-17T13:40:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,61.26161193847656%
2023-03-17T13:45:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,61.137367248535156%
2023-03-17T13:50:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.38315200805664%
2023-03-17T13:55:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.68558883666992%
2023-03-17T14:00:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.72139358520508%
2023-03-17T14:05:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.46772384643555%
2023-03-17T14:10:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.433074951171875%
2023-03-17T14:15:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.48826599121094%
2023-03-17T14:20:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.717437744140625%
2023-03-17T14:25:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.161128997802734%
2023-03-17T14:30:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.532413482666016%
2023-03-17T14:35:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.651424407958984%
2023-03-17T14:40:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.459327697753906%
2023-03-17T14:45:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.50569152832031%
2023-03-17T14:50:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.72863006591797%
2023-03-17T14:55:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.36260986328125%
2023-03-17T15:00:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.34642028808594%
2023-03-17T15:05:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.09931945800781%
2023-03-17T15:10:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,59.76999282836914%
2023-03-17T15:15:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,59.54985427856445%
2023-03-17T15:20:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,59.891544342041016%
2023-03-17T15:25:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,59.803993225097656%
2023-03-17T15:30:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,59.89429473876953%
2023-03-17T15:35:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.49466323852539%
2023-03-17T15:40:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,60.500404357910156%
2023-03-17T15:45:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,61.185325622558594%
2023-03-17T15:50:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,61.47615051269531%
2023-03-17T15:55:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,61.70205307006836%
2023-03-17T16:00:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,62.552669525146484%
2023-03-17T16:05:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,62.57090759277344%
2023-03-17T16:10:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,63.03243637084961%
2023-03-17T16:15:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,63.43832015991211%
2023-03-17T16:20:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,63.50971984863281%
2023-03-17T16:25:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,64.36605834960938%
2023-03-17T16:30:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,64.36624908447266%
2023-03-17T16:35:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,64.85301208496094%
2023-03-17T16:40:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,65.06195831298828%
2023-03-17T16:45:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,65.29300689697266%
2023-03-17T16:50:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,65.31839752197266%
2023-03-17T16:55:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,64.8258056640625%
2023-03-17T17:00:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,65.28704071044922%
2023-03-17T17:05:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,65.36515045166016%
2023-03-17T17:10:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,65.19348907470703%
2023-03-17T17:15:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,64.81561279296875%
2023-03-17T17:20:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,64.6259536743164%
2023-03-17T17:25:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,64.30303955078125%
2023-03-17T17:30:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,63.456382751464844%
2023-03-17T17:35:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,63.04790115356445%
2023-03-17T17:40:00+04:00 Dubai,24.420629501342773°C,94.88833618164062%,62.729820251464844%
2023-03-17T17:45:00+04:00 Dubai,24.271392822265625°C,94.88833618164062%,62.18524932861328%
2023-03-17T17:50:00+04:00 Dubai,24.271392822265625°C,94.88833618164062%,62.03413009643555%
2023-03-17T17:55:00+04:00 Dubai,24.271392822265625°C,94.88833618164062%,61.9234619140625%
2023-03-17T18:00:00+04:00 Dubai,24.271392822265625°C,94.88833618164062%,61.612388610839844%
2023-03-17T18:05:00+04:00 Dubai,24.271392822265625°C,94.88833618164062%,61.05608367919922%
2023-03-17T18:10:00+04:00 Dubai,24.271392822265625°C,94.88833618164062%,60.68388748168945%
2023-03-17T18:15:00+04:00 Dubai,24.271392822265625°C,94.88833618164062%,60.24623107910156%
2023-03-17T18:20:00+04:00 Dubai,24.271392822265625°C,94.88833618164062%,59.8691291809082%
2023-03-17T18:25:00+04:00 Dubai,24.271392822265625°C,92.35701751708984%,59.4083251953125%
2023-03-17T18:30:00+04:00 Dubai,24.271392822265625°C,91.14503479003906%,59.127159118652344%
2023-03-17T18:35:00+04:00 Dubai,24.12211036682129°C,88.64024353027344%,58.959068298339844%
2023-03-17T18:40:00+04:00 Dubai,24.12211036682129°C,82.72386169433594%,58.55487823486328%
2023-03-17T18:45:00+04:00 Dubai,24.12211036682129°C,78.13717651367188%,57.96802520751953%
2023-03-17T18:50:00+04:00 Dubai,23.97340965270996°C,68.36808776855469%,57.481388092041016%
2023-03-17T18:55:00+04:00 Dubai,23.97340965270996°C,58.42634963989258%,57.07943344116211%
2023-03-17T19:00:00+04:00 Dubai,23.97340965270996°C,49.255760192871094%,56.96181869506836%
2023-03-17T19:05:00+04:00 Dubai,23.824703216552734°C,39.87303161621094%,57.86598205566406%
2023-03-17T19:10:00+04:00 Dubai,23.824703216552734°C,34.18370056152344%,58.070960998535156%
2023-03-17T19:15:00+04:00 Dubai,23.824703216552734°C,35.263816833496094%,58.018619537353516%
2023-03-17T19:20:00+04:00 Dubai,23.824703216552734°C,34.07014465332031%,58.358943939208984%
2023-03-17T19:25:00+04:00 Dubai,23.824703216552734°C,31.480010986328125%,58.02445602416992%
2023-03-17T19:30:00+04:00 Dubai,23.824703216552734°C,29.229747772216797%,58.371368408203125%
2023-03-17T19:35:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.03386306762695%
2023-03-17T19:40:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.162147521972656%
2023-03-17T19:45:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.01079177856445%
2023-03-17T19:50:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,57.9989128112793%
2023-03-17T19:55:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.0095100402832%
2023-03-17T20:00:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,57.911903381347656%
2023-03-17T20:05:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,57.86080551147461%
2023-03-17T20:10:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.037113189697266%
2023-03-17T20:15:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.04514694213867%
2023-03-17T20:20:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.12029266357422%
2023-03-17T20:25:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.03271484375%
2023-03-17T20:30:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.055171966552734%
2023-03-17T20:35:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.03709030151367%
2023-03-17T20:40:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.04022216796875%
2023-03-17T20:45:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.026695251464844%
2023-03-17T20:50:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.041446685791016%
2023-03-17T20:55:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.03240966796875%
2023-03-17T21:00:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.04338073730469%
2023-03-17T21:05:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.04069900512695%
2023-03-17T21:10:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.03883743286133%
2023-03-17T21:15:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,57.98192596435547%
2023-03-17T21:20:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.046844482421875%
2023-03-17T21:25:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.04132843017578%
2023-03-17T21:30:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.04367446899414%
2023-03-17T21:35:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.03996276855469%
2023-03-17T21:40:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.03401184082031%
2023-03-17T21:45:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.03971481323242%
2023-03-17T21:50:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.04039764404297%
2023-03-17T21:55:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.04129409790039%
2023-03-17T22:00:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.039146423339844%
2023-03-17T22:05:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.032711029052734%
2023-03-17T22:10:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.03335952758789%
2023-03-17T22:15:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.039825439453125%
2023-03-17T22:20:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,57.78962707519531%
2023-03-17T22:25:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,57.78080368041992%
2023-03-17T22:30:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.046104431152344%
2023-03-17T22:35:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,58.05455780029297%
2023-03-17T22:40:00+04:00 Dubai,23.824703216552734°C,32.75977325439453%,57.788455963134766%
2023-03-17T22:45:00+04:00 Dubai,23.67565155029297°C,32.75977325439453%,57.830379486083984%
