Timestamp,val,discharge_Chilled_Water_Cool_Valve_Cmd_AHU_01_B1_Copy
2023-06-29T18:50:00+04:00 Dubai,24.22654914855957°C,43.52111053466797%
2023-06-29T18:55:00+04:00 Dubai,24.076995849609375°C,43.52111053466797%
2023-06-29T19:00:00+04:00 Dubai,24.076995849609375°C,43.52111053466797%
2023-06-29T19:05:00+04:00 Dubai,24.076995849609375°C,41.49485778808594%
2023-06-29T19:10:00+04:00 Dubai,24.076995849609375°C,39.98322296142578%
2023-06-29T19:15:00+04:00 Dubai,24.076995849609375°C,39.98322296142578%
2023-06-29T19:20:00+04:00 Dubai,24.076995849609375°C,37.74357223510742%
2023-06-29T19:25:00+04:00 Dubai,24.076995849609375°C,38.90453338623047%
2023-06-29T19:30:00+04:00 Dubai,24.076995849609375°C,38.90453338623047%
2023-06-29T19:35:00+04:00 Dubai,24.076995849609375°C,38.90453338623047%
2023-06-29T19:40:00+04:00 Dubai,24.076995849609375°C,38.90453338623047%
2023-06-29T19:45:00+04:00 Dubai,24.076995849609375°C,38.90453338623047%
2023-06-29T19:50:00+04:00 Dubai,24.076995849609375°C,38.90453338623047%
2023-06-29T19:55:00+04:00 Dubai,24.076995849609375°C,38.90453338623047%
2023-06-29T20:00:00+04:00 Dubai,24.076995849609375°C,38.90453338623047%
2023-06-29T20:05:00+04:00 Dubai,24.076995849609375°C,38.90453338623047%
2023-06-29T20:10:00+04:00 Dubai,23.92812728881836°C,38.90453338623047%
2023-06-29T20:15:00+04:00 Dubai,23.92812728881836°C,38.90453338623047%
2023-06-29T20:20:00+04:00 Dubai,23.92812728881836°C,38.90453338623047%
2023-06-29T20:25:00+04:00 Dubai,23.92812728881836°C,38.90453338623047%
2023-06-29T20:30:00+04:00 Dubai,23.92812728881836°C,38.90453338623047%
2023-06-29T20:35:00+04:00 Dubai,23.92812728881836°C,38.90453338623047%
2023-06-29T20:40:00+04:00 Dubai,23.92812728881836°C,38.90453338623047%
2023-06-29T20:45:00+04:00 Dubai,23.92812728881836°C,38.90453338623047%
2023-06-29T20:50:00+04:00 Dubai,23.92812728881836°C,38.90453338623047%
2023-06-29T20:55:00+04:00 Dubai,23.92812728881836°C,38.90453338623047%
2023-06-29T21:00:00+04:00 Dubai,23.779077529907227°C,38.90453338623047%
2023-06-29T21:05:00+04:00 Dubai,23.779077529907227°C,38.90453338623047%
2023-06-29T21:10:00+04:00 Dubai,23.779077529907227°C,38.90453338623047%
2023-06-29T21:15:00+04:00 Dubai,23.779077529907227°C,38.90453338623047%
2023-06-29T21:20:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T21:25:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T21:30:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T21:35:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T21:40:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T21:45:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T21:50:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T21:55:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:00:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:05:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:10:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:15:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:20:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:25:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:30:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:35:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:40:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:45:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:50:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T22:55:00+04:00 Dubai,23.928512573242188°C,38.90453338623047%
2023-06-29T23:00:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:05:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:10:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:15:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:20:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:25:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:30:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:35:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:40:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:45:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:50:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-29T23:55:00+04:00 Dubai,23.928512573242188°C,39.967288970947266%
2023-06-30T00:00:00+04:00 Dubai,23.928512573242188°C,27.05377197265625%
2023-06-30T00:05:00+04:00 Dubai,23.928512573242188°C,28.112808227539062%
2023-06-30T00:10:00+04:00 Dubai,23.928512573242188°C,23.424570083618164%
2023-06-30T00:15:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T00:20:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T00:25:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T00:30:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T00:35:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T00:40:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T00:45:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T00:50:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T00:55:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T01:00:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T01:05:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T01:10:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T01:15:00+04:00 Dubai,23.928512573242188°C,28.054136276245117%
2023-06-30T01:20:00+04:00 Dubai,23.928512573242188°C,29.367219924926758%
2023-06-30T01:25:00+04:00 Dubai,23.77959442138672°C,30.557641983032227%
2023-06-30T01:30:00+04:00 Dubai,23.77959442138672°C,31.581138610839844%
2023-06-30T01:35:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T01:40:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T01:45:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T01:50:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T01:55:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:00:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:05:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:10:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:15:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:20:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:25:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:30:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:35:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:40:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:45:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:50:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T02:55:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:00:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:05:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:10:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:15:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:20:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:25:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:30:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:35:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:40:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:45:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:50:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T03:55:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:00:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:05:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:10:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:15:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:20:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:25:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:30:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:35:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:40:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:45:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:50:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T04:55:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:00:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:05:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:10:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:15:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:20:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:25:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:30:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:35:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:40:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:45:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:50:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T05:55:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T06:00:00+04:00 Dubai,23.77959442138672°C,30.567272186279297%
2023-06-30T06:05:00+04:00 Dubai,23.77959442138672°C,43.862152099609375%
2023-06-30T06:10:00+04:00 Dubai,23.77959442138672°C,43.862152099609375%
2023-06-30T06:15:00+04:00 Dubai,23.77959442138672°C,45.206260681152344%
2023-06-30T06:20:00+04:00 Dubai,23.77959442138672°C,45.206260681152344%
2023-06-30T06:25:00+04:00 Dubai,23.77959442138672°C,45.206260681152344%
2023-06-30T06:30:00+04:00 Dubai,23.77959442138672°C,45.206260681152344%
2023-06-30T06:35:00+04:00 Dubai,23.77959442138672°C,45.206260681152344%
2023-06-30T06:40:00+04:00 Dubai,23.77959442138672°C,45.206260681152344%
2023-06-30T06:45:00+04:00 Dubai,23.77959442138672°C,45.206260681152344%
2023-06-30T06:50:00+04:00 Dubai,23.77959442138672°C,45.206260681152344%
2023-06-30T06:55:00+04:00 Dubai,23.77959442138672°C,45.206260681152344%
2023-06-30T07:00:00+04:00 Dubai,23.77959442138672°C,45.206260681152344%
2023-06-30T07:05:00+04:00 Dubai,23.77959442138672°C,52.401275634765625%
2023-06-30T07:10:00+04:00 Dubai,23.77959442138672°C,58.013912200927734%
2023-06-30T07:15:00+04:00 Dubai,23.929697036743164°C,60.181819915771484%
2023-06-30T07:20:00+04:00 Dubai,23.929697036743164°C,62.62975311279297%
2023-06-30T07:25:00+04:00 Dubai,24.07874298095703°C,65.13028717041016%
2023-06-30T07:30:00+04:00 Dubai,24.07874298095703°C,67.61564636230469%
2023-06-30T07:35:00+04:00 Dubai,24.07874298095703°C,70.85774230957031%
2023-06-30T07:40:00+04:00 Dubai,24.07874298095703°C,71.87303924560547%
2023-06-30T07:45:00+04:00 Dubai,24.227806091308594°C,74.74183654785156%
2023-06-30T07:50:00+04:00 Dubai,24.227806091308594°C,76.07992553710938%
2023-06-30T07:55:00+04:00 Dubai,24.227806091308594°C,78.54145812988281%
2023-06-30T08:00:00+04:00 Dubai,24.227806091308594°C,80.93933868408203%
2023-06-30T08:05:00+04:00 Dubai,24.377838134765625°C,81.94487762451172%
2023-06-30T08:10:00+04:00 Dubai,24.377838134765625°C,84.04347229003906%
2023-06-30T08:15:00+04:00 Dubai,24.377838134765625°C,85.28931427001953%
2023-06-30T08:20:00+04:00 Dubai,24.377838134765625°C,86.43135070800781%
2023-06-30T08:25:00+04:00 Dubai,24.52647590637207°C,87.59796905517578%
2023-06-30T08:30:00+04:00 Dubai,24.52647590637207°C,98.2349853515625%
2023-06-30T08:35:00+04:00 Dubai,24.52647590637207°C,100%
2023-06-30T08:40:00+04:00 Dubai,24.675992965698242°C,100%
2023-06-30T08:45:00+04:00 Dubai,24.825937271118164°C,100%
2023-06-30T08:50:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T08:55:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:00:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:05:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:10:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:15:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:20:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:25:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:30:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:35:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:40:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:45:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:50:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T09:55:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T10:00:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T10:05:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T10:10:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T10:15:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T10:20:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T10:25:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T10:30:00+04:00 Dubai,24.974864959716797°C,100%
2023-06-30T10:35:00+04:00 Dubai,25.12364387512207°C,100%
2023-06-30T10:40:00+04:00 Dubai,25.12364387512207°C,100%
2023-06-30T10:45:00+04:00 Dubai,25.12364387512207°C,100%
2023-06-30T10:50:00+04:00 Dubai,25.12364387512207°C,100%
2023-06-30T10:55:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:00:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:05:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:10:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:15:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:20:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:25:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:30:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:35:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:40:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:45:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:50:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T11:55:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:00:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:05:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:10:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:15:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:20:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:25:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:30:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:35:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:40:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:45:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:50:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T12:55:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:00:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:05:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:10:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:15:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:20:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:25:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:30:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:35:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:40:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:45:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:50:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T13:55:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:00:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:05:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:10:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:15:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:20:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:25:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:30:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:35:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:40:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:45:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:50:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T14:55:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:00:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:05:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:10:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:15:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:20:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:25:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:30:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:35:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:40:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:45:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:50:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T15:55:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:00:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:05:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:10:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:15:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:20:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:25:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:30:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:35:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:40:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:45:00+04:00 Dubai,25.272628784179688°C,100%
2023-06-30T16:50:00+04:00 Dubai,25.272628784179688°C,98.66717529296875%
2023-06-30T16:55:00+04:00 Dubai,25.272628784179688°C,97.63259887695312%
2023-06-30T17:00:00+04:00 Dubai,25.272628784179688°C,97.63259887695312%
2023-06-30T17:05:00+04:00 Dubai,25.272628784179688°C,94.88960266113281%
2023-06-30T17:10:00+04:00 Dubai,25.272628784179688°C,93.87989807128906%
2023-06-30T17:15:00+04:00 Dubai,25.272628784179688°C,93.87989807128906%
2023-06-30T17:20:00+04:00 Dubai,25.272628784179688°C,91.34746551513672%
2023-06-30T17:25:00+04:00 Dubai,25.272628784179688°C,90.25677490234375%
2023-06-30T17:30:00+04:00 Dubai,25.272628784179688°C,89.1657943725586%
2023-06-30T17:35:00+04:00 Dubai,25.272628784179688°C,88.05559539794922%
2023-06-30T17:40:00+04:00 Dubai,25.272628784179688°C,88.05559539794922%
2023-06-30T17:45:00+04:00 Dubai,25.124013900756836°C,86.79592895507812%
2023-06-30T17:50:00+04:00 Dubai,25.124013900756836°C,86.79592895507812%
2023-06-30T17:55:00+04:00 Dubai,25.124013900756836°C,86.79592895507812%
2023-06-30T18:00:00+04:00 Dubai,25.124013900756836°C,85.79322814941406%
2023-06-30T18:05:00+04:00 Dubai,25.124013900756836°C,85.79322814941406%
2023-06-30T18:10:00+04:00 Dubai,25.442794799804688°C,85.6316909790039%
2023-06-30T18:15:00+04:00 Dubai,25.760690689086914°C,82.3962631225586%
2023-06-30T18:20:00+04:00 Dubai,25.456649780273438°C,82.3962631225586%
2023-06-30T18:25:00+04:00 Dubai,25.307275772094727°C,82.3962631225586%
2023-06-30T18:30:00+04:00 Dubai,25.158260345458984°C,82.3962631225586%
2023-06-30T18:35:00+04:00 Dubai,25.158260345458984°C,82.3962631225586%
2023-06-30T18:40:00+04:00 Dubai,25.158260345458984°C,82.3962631225586%
2023-06-30T18:45:00+04:00 Dubai,25.009355545043945°C,81.31343078613281%
2023-06-30T18:50:00+04:00 Dubai,25.009355545043945°C,81.31343078613281%
2023-06-30T18:55:00+04:00 Dubai,25.009355545043945°C,81.31343078613281%
2023-06-30T19:00:00+04:00 Dubai,24.859695434570312°C,79.92451477050781%
2023-06-30T19:05:00+04:00 Dubai,24.859695434570312°C,75.2094955444336%
2023-06-30T19:10:00+04:00 Dubai,24.859695434570312°C,69.73921203613281%
2023-06-30T19:15:00+04:00 Dubai,24.710981369018555°C,65.46267700195312%
2023-06-30T19:20:00+04:00 Dubai,24.710981369018555°C,62.42115783691406%
2023-06-30T19:25:00+04:00 Dubai,24.710981369018555°C,56.229957580566406%
2023-06-30T19:30:00+04:00 Dubai,24.561599731445312°C,50.545677185058594%
2023-06-30T19:35:00+04:00 Dubai,24.561599731445312°C,47.51039505004883%
2023-06-30T19:40:00+04:00 Dubai,24.412424087524414°C,46.013755798339844%
2023-06-30T19:45:00+04:00 Dubai,24.412424087524414°C,43.044063568115234%
2023-06-30T19:50:00+04:00 Dubai,24.412424087524414°C,43.044063568115234%
2023-06-30T19:55:00+04:00 Dubai,24.412424087524414°C,43.044063568115234%
2023-06-30T20:00:00+04:00 Dubai,24.412424087524414°C,42.02682113647461%
2023-06-30T20:05:00+04:00 Dubai,24.412424087524414°C,41.02750015258789%
2023-06-30T20:10:00+04:00 Dubai,25.344234466552734°C,38.43416213989258%
2023-06-30T20:15:00+04:00 Dubai,26.111082077026367°C,40.752445220947266%
2023-06-30T20:20:00+04:00 Dubai,26.412569046020508°C,40.752445220947266%
2023-06-30T20:25:00+04:00 Dubai,26.867645263671875°C,40.752445220947266%
2023-06-30T20:30:00+04:00 Dubai,27.024179458618164°C,40.752445220947266%
2023-06-30T20:35:00+04:00 Dubai,27.17430305480957°C,40.752445220947266%
2023-06-30T20:40:00+04:00 Dubai,27.17430305480957°C,40.752445220947266%
2023-06-30T20:45:00+04:00 Dubai,27.32647132873535°C,40.752445220947266%
2023-06-30T20:50:00+04:00 Dubai,25.86104965209961°C,40.752445220947266%
2023-06-30T20:55:00+04:00 Dubai,25.408124923706055°C,43.58172607421875%
2023-06-30T21:00:00+04:00 Dubai,25.10387420654297°C,46.381675720214844%
2023-06-30T21:05:00+04:00 Dubai,24.954486846923828°C,47.976600646972656%
2023-06-30T21:10:00+04:00 Dubai,24.954486846923828°C,49.13422393798828%
2023-06-30T21:15:00+04:00 Dubai,24.805526733398438°C,48.55592346191406%
2023-06-30T21:20:00+04:00 Dubai,24.805526733398438°C,48.55592346191406%
2023-06-30T21:25:00+04:00 Dubai,24.805526733398438°C,48.55592346191406%
2023-06-30T21:30:00+04:00 Dubai,24.6567440032959°C,48.55592346191406%
2023-06-30T21:35:00+04:00 Dubai,24.6567440032959°C,48.55592346191406%
2023-06-30T21:40:00+04:00 Dubai,24.6567440032959°C,48.55592346191406%
2023-06-30T21:45:00+04:00 Dubai,24.6567440032959°C,49.82178497314453%
2023-06-30T21:50:00+04:00 Dubai,24.6567440032959°C,52.064857482910156%
2023-06-30T21:55:00+04:00 Dubai,24.6567440032959°C,53.139076232910156%
2023-06-30T22:00:00+04:00 Dubai,24.6567440032959°C,54.643028259277344%
2023-06-30T22:05:00+04:00 Dubai,24.6567440032959°C,52.46443557739258%
2023-06-30T22:10:00+04:00 Dubai,24.6567440032959°C,51.01970672607422%
2023-06-30T22:15:00+04:00 Dubai,24.6567440032959°C,48.51599884033203%
2023-06-30T22:20:00+04:00 Dubai,24.508182525634766°C,50.13275909423828%
2023-06-30T22:25:00+04:00 Dubai,24.508182525634766°C,50.13275909423828%
2023-06-30T22:30:00+04:00 Dubai,24.508182525634766°C,50.13275909423828%
2023-06-30T22:35:00+04:00 Dubai,24.508182525634766°C,50.13275909423828%
2023-06-30T22:40:00+04:00 Dubai,24.508182525634766°C,51.14556121826172%
2023-06-30T22:45:00+04:00 Dubai,24.508182525634766°C,51.0648078918457%
2023-06-30T22:50:00+04:00 Dubai,24.508182525634766°C,51.0648078918457%
2023-06-30T22:55:00+04:00 Dubai,24.508182525634766°C,51.0648078918457%
2023-06-30T23:00:00+04:00 Dubai,24.508182525634766°C,48.23639678955078%
2023-06-30T23:05:00+04:00 Dubai,24.508182525634766°C,49.720069885253906%
2023-06-30T23:10:00+04:00 Dubai,24.358951568603516°C,49.720069885253906%
2023-06-30T23:15:00+04:00 Dubai,24.358951568603516°C,49.720069885253906%
2023-06-30T23:20:00+04:00 Dubai,24.358951568603516°C,49.720069885253906%
2023-06-30T23:25:00+04:00 Dubai,24.358951568603516°C,51.81135559082031%
2023-06-30T23:30:00+04:00 Dubai,24.358951568603516°C,51.22740936279297%
2023-06-30T23:35:00+04:00 Dubai,24.358951568603516°C,51.22740936279297%
2023-06-30T23:40:00+04:00 Dubai,24.358951568603516°C,49.87110900878906%
2023-06-30T23:45:00+04:00 Dubai,24.358951568603516°C,47.376121520996094%
2023-06-30T23:50:00+04:00 Dubai,24.358951568603516°C,49.19038391113281%
2023-06-30T23:55:00+04:00 Dubai,24.358951568603516°C,49.19038391113281%
2023-07-01T00:00:00+04:00 Dubai,24.358951568603516°C,33.198368072509766%
2023-07-01T00:05:00+04:00 Dubai,24.358951568603516°C,33.50392532348633%
2023-07-01T00:10:00+04:00 Dubai,24.358951568603516°C,30.03341293334961%
2023-07-01T00:15:00+04:00 Dubai,24.358951568603516°C,30.03341293334961%
